x,y
722.9989708880119,-956.176138680001
1001.704038477393,-779.3944873104327
798.1843997479505,-595.7995653356393
-297.31829913401447,297.4755063528163
841.4375072260223,-437.05697119610494
-216.88114675543628,67.96999260043252
608.9389976905518,-553.5185377220184
-68.44126097601072,-44.76416656579107
-178.12922230023258,83.717355283329
-148.3657799555235,207.5511984852248
229.23301752521348,-201.24890815566485
262.09865209233266,-351.8880686371939
599.2683424338466,-267.5255453850036
115.67982678474424,42.523584102802374
-137.93885642532774,141.5208658722629
23.449424084740595,-60.32616012507199
113.74290988573816,-234.32123219078986
284.3173963680383,-360.8743809057815
1332.1181703816587,-957.1626830620127
-145.48051453116824,125.01592761106892
-216.72171677060606,185.13256579354933
-554.9651549543839,402.1194188048974
79.40511359344893,-80.66992295829289
1562.4075754494575,-1071.27964823238
706.6654913222051,-1163.5386489417222
436.67913075478043,-470.01932111383536
-6.40282504682464,-22.283514206167517
590.5454334330088,-347.27848105309255
204.10459463858015,-343.1848601744501
396.2423079015135,-231.46108316512579
676.2579555802805,-601.2851985953321
37.13475207249108,232.51121530145124
385.66431145692025,-357.7701950191318
796.6584628410137,-704.7004473587531
272.87445657065234,-306.830980082967
319.73521514732835,-256.6005935787792
-52.584813672622616,63.0783188399124
-241.50824132061976,268.0366177322684
-8.572124819634734,199.90687673385855
-141.68756669414438,95.29006988631497
-121.47563807890693,53.23668534567714
-396.56805549997205,244.24464944396817
684.9281546487156,-579.7582278464582
43.97760314259875,113.46995900944815
-167.53898707370294,86.0294448318937
629.7783503059804,-505.2232462003856
-644.8767924974853,451.08746022581255
-157.33281761103956,70.54028037614734
-298.8930454933101,207.26118601408544
-155.33305991702903,134.13216954329062
-342.5216980244731,261.1741316119659
-159.52939161328996,177.88374718972574
-329.21673532168757,255.59915783041302
506.3842492859302,-290.6339235159558
104.87998263259968,-120.84818402931576
-363.05713036482337,265.7940315740662
917.815597643992,-1006.7888978775046
36.52991780465991,-99.32120175036279
-211.82573029531514,194.05394962428593
-615.1589109885432,423.95853296732895
-502.2990086190803,361.78270311449194
-620.9580947974947,418.13621854178604
15.66778717827862,-82.733981852546
-570.2097374056743,399.68592962607903
-144.83199216632624,-61.99359223751969
25.770778123569894,-39.81824014607067
-554.2882820488135,384.7587917535102
-391.0541454360462,297.6289680182372
-574.2645503251483,383.6283498593104
-258.64532394466374,251.6617084277288
787.1061724092112,-764.920055081962
-595.8676066783077,416.7293987525232
532.3517097536835,-661.0174505203422
-93.00189197244984,36.8381087223424
-269.0047340257921,187.92531546981482
270.1518282254792,-269.9656885936842
-186.2521524458844,225.10114373226156
574.2953067653934,-580.6180508165437
812.7962846336279,-499.35482784953024
-232.42546191416872,188.74854879442623
-364.3269375434736,244.00359320842577
-221.1133095909897,201.07931639255642
1534.4841179592222,-1410.9566721463027
590.1731382945785,-234.57604503563618
-309.59463397247504,219.44515663718505
641.700942183564,-539.2881098481145
-35.62795206404209,58.76362807604339
648.5891292766335,-557.4956607040563
-286.43651338059686,219.1711337153871
-33.26262500131737,65.45275411507697
-23.72325746018736,69.4133998728046
47.353200386317,65.35297234558446
-116.44143592618204,9.607667733416294
-160.20782309380428,132.21107856563162
96.1706580008653,-120.53231463078276
869.3727958774493,-613.0987336585773
-327.5841564142591,289.8987864845933
-519.0836258215604,358.9205154018147
-357.289606847026,261.87611367300383
-34.525559218558094,41.768460838329304
-60.73136490150111,-51.25844520939426
-710.9667705280194,498.47797118276054
-302.92224905522477,242.64196712137644
-516.1393419427098,366.3063708096533
-467.9847867301859,336.95013930680153
-137.16658153040947,5.812107358054686
-354.6072984579374,251.84200801885967
-295.4948147425782,250.6550729167321
1327.021163329921,-1090.235614621433
-371.2011561799866,249.82233237510167
-522.9092098297941,355.9456647064213
-288.4377376443103,269.6112171262244
