x,y
-2.679417,-22.50457
-25.98971,-10.210833
-4.867563,-19.47404
16.836126,10.245348
13.158088,9.05775
-33.180016,-3.610985
3.9406064,-19.821585
-25.736765,-9.716898
-21.460125,-13.309367
14.1331,6.4378095
-3.7783225,-18.762033
4.2940445,-21.087038
-18.578825,34.106167
-5.0908856,-18.191713
-26.486378,-10.476346
3.8607607,-22.750597
22.29982,3.5021966
-23.017666,-11.177359
-31.369087,-5.752047
4.51515,-16.300095
-30.688425,-4.743367
9.680159,20.807117
4.9514217,24.196585
0.7828421,25.674755
-5.8931,-18.735907
-6.692675,27.84617
-18.378485,32.448734
20.945568,6.1176
17.700937,-13.703268
20.440044,1.56319
14.423603,7.772805
-6.846201,29.023163
20.82775,8.904169
-8.216524,30.118229
3.1579812,-20.301554
7.275014,22.030132
5.6314077,22.384058
13.187277,17.522913
-7.5680933,28.132467
14.597451,-11.4230385
-0.1368469,-17.55109
-12.113142,-17.198345
11.076863,15.879549
-15.665279,-16.880882
-27.321781,-8.500888
4.6066656,23.44889
-6.8232336,-19.32426
14.744643,-12.295987
-17.623995,-14.871168
-3.4234505,-20.883095
4.736888,-15.74708
19.104765,11.987055
20.314081,6.9656477
20.277596,1.1981745
14.751882,-14.645978
-32.354477,-4.710713
-25.892447,-12.415132
-15.920236,-16.942139
20.209606,-4.66226
4.837793,-18.872257
-0.10340218,25.22608
6.9545107,18.76878
1.2089798,-20.833204
-13.80536,-19.737293
-0.780646,-17.3735
-5.9158382,29.124931
-16.847425,34.920567
4.7574735,-19.721601
-19.261969,33.789047
20.425797,10.8122635
-19.393347,-14.976956
2.789191,24.64167
-8.717065,26.657946
19.727594,11.094528
4.6442666,-20.578667
11.444728,12.738169
8.523831,20.958723
-20.28714,-15.695853
-20.44877,-14.331766
-31.378536,-4.415862
-25.011415,-12.218303
8.143484,17.859985
15.019577,-15.959136
10.905556,-19.52305
-21.5035,34.5196
-16.367863,33.81536
5.331069,24.273798
-11.584621,-17.322947
11.588836,17.631824
-19.354677,-12.744241
-2.960099,26.787703
-3.2057455,-19.441042
-7.654385,-17.98177
4.2722716,-20.570583
19.433687,4.943972
12.954229,-19.6692
-28.465767,-6.349435
16.203812,-2.6315925
19.698992,10.041536
13.637309,-16.68868
16.196417,6.8504157
0.84139806,26.605505
-9.938579,29.41419
11.037351,19.925606
10.554465,-13.038451
1.3493577,25.009539
-17.92358,32.205563
9.944401,21.724691
16.085133,-6.085767
11.081418,18.014372
-27.216326,-7.8852954
2.4320242,24.025331
16.139547,-12.759366
12.608894,17.134153
-10.157745,32.009937
0.4295153,-18.23703
-20.976778,33.310246
6.3961115,18.543213
16.557226,7.9651093
18.906883,2.3276482
-1.1541046,-19.583797
-22.34326,-13.084355
-15.358239,33.86374
-18.085648,35.346497
20.491457,-1.0445483
21.145716,-2.7912796
-24.25025,-11.186482
8.188299,20.531176
19.16297,-2.2116745
14.800795,11.901219
-22.240337,-12.494231
19.027016,11.5484915
12.934071,-13.519831
16.847338,-4.2334743
2.8012216,23.402779
-13.438746,-16.22803
-12.833319,-18.750795
-14.037877,32.45567
-27.963068,-8.101175
21.724737,1.6783524
-20.447466,35.162872
-11.665371,32.30029
19.778358,5.616424
-2.1145651,24.942142
22.250448,-2.1681333
5.1068916,-21.578299
-11.946341,-18.733849
21.734095,0.45933962
-3.9108582,28.637548
-21.391844,-13.508938
16.115065,-15.9436655
14.427755,-12.522048
-17.1326,-14.136143
-8.191302,-19.185585
-16.09708,32.998493
-5.431229,-19.294325
-14.430518,33.661587
1.8182238,24.326729
-14.732006,34.271954
15.797383,7.937265
-14.315121,33.618176
12.505946,16.376999
5.658826,23.494904
9.510434,19.224113
-13.572316,32.335667
1.9977443,24.756926
0.2051018,24.915564
10.0972805,18.010704
-2.6064236,25.108158
-21.038132,35.841423
-19.29169,-14.003141
22.153484,-4.440712
13.043815,-17.088255
-20.494726,-13.918371
23.775146,0.92817354
-13.591937,-17.489525
-18.5934,34.323753
-26.645983,-9.4023485
-0.6314917,25.981108
-6.9178076,-21.522709
-12.914824,-17.055107
-0.26074904,27.690351
19.033907,1.3422124
23.293585,-2.4435394
-10.602132,29.410915
-1.1699603,-18.240591
-8.755457,29.323326
8.140155,19.026796
12.974395,-17.327732
8.749973,-19.624588
1.7995057,-18.679714
11.809733,-19.252533
-14.802574,-16.466154
-12.84114,-17.431484
21.652092,8.306481
18.794529,11.798179
12.360904,-18.419483
-2.1070964,-20.58257
8.145392,-20.566303
23.39399,-3.2876453
-20.7278,-15.271769
0.8911084,-16.77886
16.776114,9.527336
-23.24452,-10.371792
-15.655682,34.26172
5.434637,-20.344799
-10.725437,31.396475
-22.758314,-11.187522
-8.717953,-19.324945
-9.274604,-17.984991
16.93741,-13.02043
-30.325651,-5.2095757
20.945337,-1.7827137
19.689623,-5.2396646
-8.601258,-17.945005
16.64642,11.847484
13.354587,-14.472827
-10.75215,-16.78093
-31.806957,-4.019163
5.6629567,-21.62797
1.0345683,-22.441256
-4.5832973,26.670849
-30.570387,-6.1456623
2.8496683,-22.9667
-23.162281,-12.455995
-9.949882,31.544888
12.516241,-16.702631
-14.695208,33.06062
6.016625,-16.712801
9.723281,-18.83899
20.412893,4.6554203
-0.31206045,-21.116253
6.535447,21.161322
8.245618,17.69536
7.73333,19.99782
14.647247,-13.027295
-15.41938,-16.236492
-10.0625515,-19.961845
3.9495425,-20.735971
-1.2323499,24.751385
11.591012,-19.242847
-15.259316,30.089745
-24.262785,-11.84601
-20.576954,34.810036
15.291326,11.483449
-27.303303,-9.201498
-16.684874,-16.2701
-7.18245,29.987665
-3.8116167,-19.83187
-24.087103,-10.166461
3.4178998,-17.908646
14.954972,13.122674
-10.732418,-17.927237
-5.1886296,-20.897104
-0.5862195,-17.958723
13.526737,17.23716
-21.32624,34.920258
9.883252,19.820189
-14.585086,-17.526894
6.6307187,-21.138258
12.764064,-17.858057
22.499474,-0.33977857
-30.88359,-6.4993243
-19.98021,-11.7431555
10.571566,-17.900084
17.027374,-14.383293
10.658475,-18.547003
7.734582,18.37088
21.535414,-4.9065948
-12.410233,31.940298
-10.183907,30.949736
9.923155,-13.480514
-20.726133,35.57915
-17.943398,33.65847
5.100376,22.060493
18.618755,13.099002
-8.183155,32.227283
-15.218919,32.571014
22.812809,-3.020213
15.205823,16.617598
-23.013952,-9.684724
21.415995,-3.3905768
23.325235,-3.7102864
-11.114847,-21.77714
-11.862127,-19.219852
-16.472069,-16.826939
-3.259049,-22.637335
8.948972,-14.715982
16.841488,-14.443764
20.8192,8.14411
2.674069,-21.716139
19.904316,3.0799832
-14.168127,-16.960262
-2.128869,28.580309
-22.962528,-12.6573925
-30.772211,-7.0424457
5.277293,25.350374
-16.87258,33.258266
3.2511115,-18.20244
23.543877,-0.08363321
21.456236,-3.8813908
12.214479,-17.738884
-10.788194,-20.632246
1.9339631,-17.33697
-0.20041023,26.048746
5.3361683,-15.928677
15.388964,-14.359756
11.637779,-18.591143
3.5169683,-22.109158
-13.254812,-20.038649
9.290723,17.311575
15.412123,-11.616628
-1.2814767,25.865917
9.552566,-14.169022
-4.7046785,-17.92643
-13.168357,-19.54224
-29.20552,-6.012907
15.910381,13.64281
12.624215,16.58242
-1.6965688,-20.296202
-27.752851,-9.772242
-8.980992,25.394873
9.682261,-19.562065
-13.998014,-18.231592
-4.185842,-18.739645
18.349573,10.0434885
-10.147395,-17.61459
20.723936,-0.39994982
-26.36082,-12.031454
-24.834585,-10.818361
-18.583689,-13.495229
-12.072042,-21.206898
-17.71909,-16.283978
11.491615,-17.902685
17.643557,12.629123
1.854083,-22.575197
-6.18544,30.415867
-8.036907,28.74131
20.285946,9.77318
14.331119,8.938347
14.114206,-13.632352
20.058144,4.290202
19.40824,3.1820383
23.196623,0.040399134
-12.703633,-20.164732
0.7416063,24.583668
21.370234,0.080591455
-22.678373,-10.495814
0.18915722,25.970257
-1.7534941,-21.362394
-2.883737,25.836254
17.688557,12.0045
17.075998,11.123099
-16.28038,32.84566
-2.9089751,-21.039562
-4.3243794,29.10676
-1.1226004,-21.304684
20.920826,6.5945706
12.835738,-12.875086
19.625698,-1.8825547
-2.8791053,-18.144543
16.68819,-13.403412
15.351561,-13.633466
-26.414358,-8.793144
-8.412489,26.007097
-22.19653,35.109943
21.59307,5.7857504
-7.627345,-18.886982
19.893497,-4.045897
17.885706,-0.7311686
19.584146,-3.892834
-26.486488,-11.146234
-3.3757892,25.680592
-3.332388,-18.146135
-26.032963,-11.4613
4.548627,-17.57362
13.593789,14.886891
5.1600037,-18.450218
-17.956293,-15.290683
13.165211,-16.064087
16.11853,8.862613
21.200695,1.7229652
-11.173494,-17.377623
8.81482,17.157759
3.5262053,-19.74061
15.596631,8.175495
21.223892,-5.3899846
21.743898,-2.2839959
15.809746,15.809617
8.436882,-17.746216
17.262001,11.606333
-11.206351,29.989351
-0.02582548,-17.419456
6.52259,20.031273
10.314945,-13.650967
1.4831662,26.002068
-3.2754912,26.229153
4.2927475,-22.27455
17.051996,-12.147193
20.12426,10.440579
12.106568,-13.07208
10.45415,-14.666767
-7.934789,27.714699
-11.982733,32.50332
16.398697,13.149141
16.963625,6.2064614
5.7773857,-20.773363
-20.082027,34.83727
-30.20878,-6.198532
-28.441185,-7.4379163
-0.04175206,-21.99178
-19.268536,-15.576663
8.946803,16.788296
13.4654455,16.551487
-9.0141535,-17.161919
20.943655,9.449205
14.228085,7.249907
15.594076,12.257076
11.606596,16.993597
-11.290865,-18.902254
-5.262184,27.218609
-9.495113,30.458324
16.172045,-6.2421036
12.687231,-13.782111
-29.485971,-7.4266057
-20.19238,34.185604
-15.693048,-15.918851
20.98473,-1.1867092
-25.790133,-10.830853
-31.69575,-5.246509
18.878572,-1.0779449
5.9842286,-19.404024
24.22911,-2.920532
2.5831077,-19.102459
0.35258812,-17.26467
-0.39097372,-16.78637
17.630905,3.7308154
-9.717135,32.039387
-19.682072,-15.559315
-12.817216,32.463036
21.610481,4.7854652
-9.015818,-18.845867
-33.034756,-4.7448645
-33.129692,-4.1988664
-12.330133,-16.690855
17.994442,10.561015
17.740368,11.397676
16.678986,-13.634331
22.4127,-1.242852
19.488876,0.7734234
-23.22011,-11.911903
-24.049162,-9.837191
-26.800222,-10.069704
-11.483711,-21.806204
-19.769993,-14.827558
-16.142479,-15.905519
13.639836,-17.978878
-29.616585,-5.816673
13.906904,-17.659859
-24.012968,-9.500596
-25.003933,-9.181507
-29.029192,-8.248348
21.694017,6.4547105
-10.336378,-18.46682
22.12124,1.0405333
-14.923174,-15.589292
13.276476,16.145048
-12.946649,32.929825
-17.057608,32.598206
-11.308058,31.587126
5.698592,21.087856
-13.157727,31.896189
-32.835712,-5.258124
