,x,y
0,1160.1425737041354,-293.917543637396
1,1269.1224431936498,15.63018184339985
2,995.7938889594559,39.15674324394574
3,-407.1808025313537,-67.38031982267424
4,930.3411801543019,189.3407415780379
5,-211.59125901232855,-79.87744625773018
6,821.2108998864406,-47.14966994165586
7,-25.089977583608366,-74.186014606286
8,-191.29283442652152,-42.12648962430958
9,-238.2928631808366,-65.38650691770263
10,304.6878180615428,-17.72505983739318
11,424.3611282803773,-109.22029973153352
12,634.5143351580105,167.2054357363913
13,63.042690634631136,111.677575668691
14,-196.44120953852135,29.657934246092026
15,56.0046828322804,-29.14834857733415
16,235.85811954240242,-108.42564295979126
17,447.39277966390426,-102.15156644218104
18,1615.0934525928112,-270.33335105734403
19,-191.62104540131688,12.259177667475377
20,-285.0512749325814,14.557361895064524
21,-683.5839523267605,-32.576126015865036
22,112.560458841241,-9.16055398838289
23,1873.7331160048814,-260.1960553330207
24,1273.7306565898757,-479.32141873753596
25,634.8797685243496,-79.93167625015671
26,8.591841257438421,-16.984420544965854
27,677.784525911767,104.82466196501753
28,373.7198814939217,-135.33476275217706
29,453.67808881432666,77.39995467565674
30,903.9812789509608,-38.91018766131956
31,-103.68931153801626,-187.6853243052037
32,524.9452025118675,-31.22762660150264
33,1062.1715855602606,-50.240148877473366
34,404.3859342192012,-67.07954492366342
35,410.0497559248329,2.864131897282932
36,-80.65779457655545,23.36352733329666
37,-355.87784973513925,61.53556617424993
38,-128.97315587393825,132.60688701385646
39,-170.24572278092276,-9.054875298495965
40,-127.99476077774753,-30.687498226414128
41,-462.0280076927261,-52.80258738773123
42,897.0274270790962,-15.172052511056297
43,-34.37520146039649,-107.67276149641106
44,-184.70736262610913,-33.0806588523475
45,807.564573293927,4.27138033525061
46,-783.8386677933674,-56.82655599146629
47,-166.75718349978038,-40.01468420854901
48,-362.69950661037683,-21.215395240792684
49,-205.11174440093058,13.94028725091031
50,-430.03407980552345,-5.319685089486074
51,-235.89353028364644,45.13060520767428
52,-416.46950683653444,-2.570688030304644
53,576.3603078504779,95.45172422415386
54,157.40407893822513,-28.156747521710393
55,-448.98271920681486,-16.141200147234542
56,1342.1385654561539,-231.14827000559887
57,90.99894938374163,-52.66424873021966
58,-286.1454358745157,23.9332982437374
59,-744.0918348203465,-54.30082746794709
60,-616.729720715595,-27.735245315126456
61,-745.6008079689059,-56.164542952273045
62,64.40838621045862,-48.469955934034026
63,-693.961699330893,-41.22118759129414
64,-74.27680463298479,-137.5430707409066
65,45.17542967541514,-11.522659024918784
66,-672.3767040120719,-44.88246240781664
67,-490.87952918427726,-8.460320040721719
68,-687.2231991566649,-57.79596750506469
69,-358.9818728720234,38.71049115429855
70,1092.4010478406908,-105.03575927178252
71,-724.6625829953199,-42.22810515325469
72,828.5811984980512,-180.66786869609948
73,-95.55636164961163,-25.017342829966275
74,-327.2155227212896,-17.59424779440256
75,379.60238651966307,-38.20142278469055
76,-285.27811923493584,61.34647503543648
77,811.3900045303526,-77.41738010023094
78,946.865857931172,120.57415109579003
79,-299.2501958534014,7.078303393126681
80,-436.5039393307116,-32.45033448637999
81,-298.36265594032835,22.672177339166666
82,2077.4059386849103,173.51833851336008
83,606.824326559795,191.92337035603862
84,-378.6613858595139,-18.840995654300947
85,838.2360335394153,-15.474407770644154
86,-64.46308433683866,31.641266251502014
87,854.6137988360958,-25.184530650141053
88,-360.50012258830765,-2.82856686638836
89,-66.7916271457984,37.83677257645627
90,-61.94248440527713,46.67275027715991
91,-4.737083209296792,88.7035158066439
92,-96.5562522492033,-62.354696432820425
93,-207.47721223675995,8.710406583718248
94,150.7530373059325,-31.266360519032336
95,1062.203761549274,69.83217009921863
96,-436.3735474618124,25.753837824692777
97,-628.7692957851032,-41.65559211625104
98,-442.1212495320731,-16.25739917039079
99,-53.10555282660579,17.596386926345776
100,-15.097025311119225,-75.33594625017857
101,-863.1423077842,-77.39952056671828
102,-388.02703929350696,4.613189883850103
103,-631.2101936674542,-35.82481722116677
104,-575.3755936192501,-24.89222143237049
105,-110.47836154087017,-78.76476106140169
106,-433.85587473150315,-21.210520607554276
107,-387.25858908008115,13.499559802925853
108,1716.4192215531166,-36.548734359606115
109,-445.59426047897495,-33.17914078144926
110,-629.9309318085044,-45.66881436269857
111,-393.4956178595381,34.15477393471624
112,-159.55009014974118,68.20417402097563
113,-600.7745424199297,-11.69161601820596
114,-732.3505584692599,-53.75486906719154
115,-367.7523085142354,-30.687923263180867
116,-736.7440057069263,-33.80955098902476
117,198.25072141969608,-87.51014142473421
118,402.2178698307655,-93.71470143243118
119,495.88690069594753,82.41878561287109
120,-448.9325473034138,-23.222632693996513
121,793.4673048111409,14.432702278102319
122,1604.7984048131111,328.6675700099663
123,-123.52459557997851,58.301639041451935
124,-266.55331986775667,42.26306514638871
125,-167.74712776328465,23.655732562940926
126,-70.65063465659878,-54.09744156108741
127,815.3241590523209,72.15386433938716
128,-90.24696964579456,78.61442512268285
129,885.9992730856386,91.83357476015047
130,-391.36853397466837,3.8337641432157654
131,284.94813213521405,-62.392014515933255
132,332.7756876288487,-20.21902648732569
133,91.1666091784785,69.69070588009352
134,826.1321270650718,-8.924603675547807
135,-272.44396523760236,-9.516460123704453
136,-406.0460326988665,-24.617348747871777
137,-492.11867583324505,-1.0894672287907612
138,93.69534279103246,-26.59172538915129
139,-523.1634568042628,0.8733328162750451
140,-652.2748059610531,-34.63870445686558
141,385.4495912573486,-47.38332620451763
142,-457.4491289294825,-23.897089425220983
143,-277.64899905417883,0.8769783427219303
144,-532.8415854308618,-28.434757015243054
145,-433.3320985969115,2.7697495837796415
146,-363.4605352113646,-40.668458679376485
147,-42.35855196397403,66.69742405975967
148,-105.4686753472853,46.561009825055756
149,-169.62935507332335,20.523077075567265
150,-296.3114453674482,21.17618560190681
151,-776.088603954031,-59.07337811404702
152,-611.7500008258813,-43.85212648840659
153,-519.5616007245802,-5.354182412170226
154,-234.88474083909117,6.375290024776287
155,-373.013710757638,-2.3597730818286142
156,523.8767669136265,46.05374874959606
157,247.07096244346502,114.29591562801394
158,-406.20905465248615,3.983222262875436
159,-502.29356491885113,-33.53432416735917
160,-409.97842202451505,-26.302284250567638
161,790.6213915469883,111.27201099143157
162,1448.4283594106168,-223.24078061153472
163,-379.99083995610306,7.119261741333105
164,1839.3688857048412,91.2888973407374
165,-67.1063180211022,81.31249367554832
166,-555.406210297891,-12.22287272904597
167,446.2026756731015,1.2249920744642118
168,842.4144495601723,-122.1921967349431
169,-58.892481654585595,71.768599820039
170,-383.8674532207174,8.911869351414675
171,50.487707511304,-135.3955277600939
172,232.51516353307466,-44.38499742376403
173,-562.0950015274667,9.808525488642639
174,-563.845042049337,-16.18673539688593
175,-755.9676240324948,-43.84109420585203
176,-603.4441352372022,-47.208516298269174
177,178.6885356717059,100.33921825866786
178,-300.7341386109581,30.927455172671568
179,-342.03887734536187,35.94391615708091
180,2828.2414387277445,151.24856843565306
181,1376.392312110849,-65.75980251103066
182,390.19915715565895,-106.22410488920927
183,-486.0239429197081,-1.7537113134606286
184,107.05828016411408,-0.3821965660161967
185,-555.7488397526521,-58.67936161286805
186,652.5821051266249,55.34526803924477
187,-430.24809285624394,-14.40618303855891
188,-453.46583669400945,9.496864328484147
189,-386.0673864017722,9.761665383918391
190,-124.35086617549479,23.025589759752517
191,-333.2983591608543,30.3436349946489
192,-685.4696420386192,-14.72224210987687
193,-187.8308016742753,-94.08380087375578
194,-73.13316190951451,64.28037584637
195,-312.69732070161143,26.822885472593015
196,-96.16242189359991,-18.04956111574424
197,490.8180293591753,135.75393654791674
198,947.873219211565,2.6675467954324894
199,132.41975071964262,-95.3795705298866
200,-308.5258875746512,-40.27791178597643
201,461.2178121662857,67.93643511305588
202,1482.6088555027648,307.41711401920946
203,204.41859879786247,-190.38327716201508
204,-263.62343577410155,-42.768552646575095
205,124.67005378541799,-3.634179216071324
206,-658.207459683021,-22.91607621978817
207,412.94292285312645,42.592979693472294
208,-272.4127379050756,17.94658072398824
209,80.26989191608789,33.45177334802346
210,997.0514718261721,141.21596999453791
211,-405.09296998336265,-20.742181170325228
212,2366.7007076111636,739.6209180076618
213,273.63827144783295,178.22700539380645
214,-81.93358584577021,-1.7803102361368897
215,-151.62188772894217,2.8801522506822956
216,-415.42810887682526,-9.195412209893728
217,-582.3541502985682,-38.2153073428155
218,1267.9599661066297,-93.60121265431027
219,1662.8153479705788,-343.2790371830002
220,-194.87652215601602,17.09485485204974
221,-215.20650019339817,20.86693074090407
222,-611.0931152467034,-30.54316948481753
223,232.61571898193873,-16.608823851018
224,-204.0150932116243,-3.6862487066124023
225,-12.781383560113884,-7.595199704995242
226,-585.7551316163454,-26.661185024466914
227,-46.999597323380435,63.13510946736305
228,-302.94396180222054,-2.5768441943782494
229,-228.32773556943744,-39.0889659303996
230,388.50433778473655,45.547365143344784
231,-502.72108276645355,0.15779414594448735
232,-491.150893929314,-17.225724244346605
233,1194.011734125749,53.17521251508226
234,-662.8705125024254,-38.723017459251466
235,-168.80290632122438,41.60113817658922
236,2296.4799883834007,-203.0992810363731
237,1083.9297489648798,105.65976229726415
238,-116.0862348036458,33.93519067112003
239,589.7968322817052,-46.662433085006434
240,-210.73336541172995,34.39792974618386
241,-382.93115167718764,22.289502110714906
242,-487.582337858882,-15.619326187953982
243,-182.8924617768811,35.2231814842493
244,719.9063801076205,149.65220843841044
245,-574.5745078930559,-23.65424361870034
246,-298.6507165598587,47.56792963719844
247,-281.255736975304,3.45197888213773
248,-524.7691587481013,-43.28719878262024
249,-462.9603339749507,-10.932203697812215
250,1338.8984509605777,20.72935036942272
251,-447.24893886060596,-18.88388181739587
252,1188.53269914758,-74.67443443447893
253,433.7297747003533,56.669647817281806
254,1201.437579128661,-126.87795668487858
255,-73.88624475122393,-16.35872885341504
256,1184.9305126899048,-70.0696079452971
257,73.35754373991114,25.59823000341677
258,363.60715841569663,-76.6893691810766
259,178.60649502892693,-3.326698977656715
260,1153.074365908008,41.07052593543768
261,433.2847708924961,62.77798687419408
262,509.6796726392101,35.901335971171434
263,145.36968319644026,32.50065098014853
264,617.2429672389703,-54.543081630022186
265,2584.8281423407716,-671.5322625684629
266,-550.8155363984235,-27.3989110705452
267,-236.59221888473027,33.41877876544583
268,-317.4472299846823,24.84442113460103
269,-564.2881410610977,-21.259892018723168
270,-180.88438597543615,82.6240402610257
271,-502.15857163585946,-8.767657527955711
272,1726.094762657581,-64.80927334506079
273,-640.7234009990428,-39.89149519996616
274,554.7930597266496,66.04534443562883
275,-462.6478555514985,24.510715599346945
276,-497.1180796962219,-1.7391369208826422
277,535.8523047873848,197.97587501559272
278,-164.8733018793969,2.682545085587433
279,-216.05488973792083,51.67881812990819
280,973.8915505994005,-24.588466668832485
281,-415.13364902162647,-14.609542309205715
282,894.419139797563,31.33096076907923
283,206.70012261493994,50.76272082385297
284,-316.3214078114085,29.778595975945986
285,-357.9357471401184,22.312701609847558
286,-397.8346403594245,-9.41485245986367
287,-333.4562894261654,38.69446326391386
288,-514.6765634401735,6.927028097841813
289,-496.15538919872694,-3.0067082041605397
290,-96.6263442134926,56.147207967100336
291,-44.1507077208384,64.59926529007764
292,-327.0230188037163,32.50451740210948
293,-427.1733098629157,-1.9538394945247495
294,-365.5121348405113,30.50040755854608
295,-226.42313250178267,52.299010350791676
296,-570.8850772746129,4.281056806921009
297,-395.5124487113655,-21.662001799579997
298,-64.34429922653845,12.896652290812163
299,-610.8850976794304,-5.74524667788267
